,firm_name,firm_address1,firm_address2,firm_city,firm_state,firm_zip,expire_date,create_date,firm_phone,firm_type,Firm_num,GregsNotes,www,domain
320,"Kelm Engineering, LLC",13711 Banks View Ct,,Houston,TX,77059,9/30/2020,9/22/2000,281-993-3717,NS,1340,,www.,kelmengineering.com
321,KENNEDY/JENKS CONSULTANTS INC,38977 Sky Canyon Drive,,Murietta,CA,92590,9/30/2019,9/22/2000,914-843-3158,NS,1341,,www.,kennedyjenks.com
322,"J Shehan Engineering, PC",P. O. Box 150,,Canyon,TX,79015,9/30/2020,9/22/2000,8065574090,NS,1343,,www.,jse-ce.net
323,Kimbrough Engineering Company LLC,1001 W. Wall Street,,Midland,TX,79701,9/30/2019,9/22/2000,432 682 2500,SP,1344,,www.,manta.com
324,KINLER OIL & GAS INC,3122 TIMBER VILLAGE DR,,HOUSTON,TX,77068-3826,9/30/2019,9/22/2000,281 537 2972,SP,1345,,www.,manta.com
325,KLUGHART ENGINEERING INC,3825 Leisure Ln,,Denton,TX,76210-5589,9/30/2020,9/22/2000,940 320 0580,SP,1349,,www.,manta.com
326,"Koegel Associates/Koegel, Rovello, Wuistinger, Hubbell, Breaseale, Inc. DBA Koegel Associates, Inc.","2626 Cole Ave., Ste. 220 (LB-6)",,Dallas,TX,75204,9/30/2020,9/22/2000,214-754-9096,NS,1352,,www.,koegelengineers.com
327,KORDA/NEMETH ENGINEERING INC,1650 Watermark Drive,Suite 200,Columbus,OH,43215,9/30/2019,9/22/2000,614-487-1650,NS,1353,,www.,korda.com
328,Kraft Engineers,3095 Club Dr. #207,,bryan,TX,77807,9/30/2020,9/22/2000,713 805 3898,SP,1354,,www.,manta.com
329,"KSA Engineers, Inc. DBA KSA",Attn:  Sheila Rogers,"140 E. Tyler St., Suite 600",Longview,TX,75601,9/30/2019,9/22/2000,903 236 7700,NS,1356,,www.,ksaeng.com
330,LA ROCHE PETROLEUM CONSULTANTS LTD,"2435 N. Central Expresswy, Suite 1500",,Richardson,TX,75080,9/30/2020,9/22/2000,2143633337,NS,1360,,www.,larocheltd.com
331,LANDGRAF CRUTCHER & ASSOCIATES INC DBA LCA,521 N TEXAS,,ODESSA,TX,79761,9/30/2019,9/22/2000,4323325058,NS,1363,,www.,manta.com
332,"Landtech, Inc.",2525 North Loop West Ste 300,,Houston,TX,77008-1094,9/30/2019,9/22/2000,713 861 7068,NS,1364,,www.,facebook.com
333,"Larry E. Lee, P.E.",9027 Eldora Dr.,,Houston,TX,77080,9/30/2020,9/22/2000,7134624874,SP,1366,,www.,linkedin.com
334,"Dialectic, Inc.",310 W. 20th St.,Suite 200,Kansas City,MO,64108,9/30/2019,9/22/2000,8169979601,NS,1367,,www.,dialecticeng.com
335,LAZENBY & ASSOCIATES INC,2000 North 7th Street,,WEST MONROE,LA,71291,9/30/2020,9/22/2000,318 387 2710,NS,1372,,www.,lazenbyengr.com
336,Larry Brooks DBA LB Associates,13675 Mescalero Trail,,Amarillo,TX,79118,9/30/2019,9/22/2000,806 622 1589,SP,1373,,www.,dexknows.com
337,Lentz Engineering LLC DBA Lentz Engineering,11511 North Garden Street,,Houston,TX,77071,9/30/2020,9/22/2000,7138398900,NS,1378,,www.,lentzengineering.net
338,Lewis Architects Engineers,11225 Huron Ln Ste 104,,Little Rock,AR,72211,9/30/2020,9/22/2000,501 223 9302,NS,1381,,www.,lemvrw.com
339,Lingle Corporation DBA Lingle Engineers,7001 Westchester Court,,McKinney,TX,75072,9/30/2020,9/22/2000,214-544-9000,NS,1385,,www.,bbb.org
340,"LJA Engineering, Inc.","2929 Briarpark Dr, Ste 600",,Houston,TX,77042,9/30/2019,9/22/2000,7139535200,NS,1386,,www.,lja.com
341,LONE STAR ENGINEERING,314 CREEK LOOP RD,,BASTROP,TX,78602,9/30/2020,9/22/2000,210846-8085,SP,1387,,www.,lonestar.edu
342,"LTK Consulting Services, Inc. DBA LTK Engineering Services",100 W Butler Avenue,,Ambler,PA,19002,9/30/2019,9/22/2000,215 542 0700,NS,1389,,www.,ltk.com
343,"LUIS S. FARAKLA, PE",1135 W WOODLAWN,,SAN ANTONIO,TX,78201,9/30/2019,9/22/2000,210 734 8500,NS,1390,,www.,facebook.com
344,LKPB Engineers Inc,3001 Broadway Street NE,Suite 601,Minneapolis,MN,55413,9/30/2019,9/22/2000,6125405000,NS,1391,,www.,usgbc.org
345,LYSAGHT & ASSOCIATES PA,120 SAINT MARY'S ST,,RALEIGH,NC,27605,9/30/2020,9/22/2000,9198330495,NS,1393,,www.,lysaghtassociates.com
346,M & S ENGINEERING LLC,P O BOX 970,,SPRING BRANCH,TX,78070,9/30/2020,9/22/2000,830-228-5446,NS,1394,,www.,msengr.com
347,MGN CONSULTING ENGINEERS INC,"635 Butterfield Road, Suite 310",,Oakbrook Terrace,IL,60181,9/30/2019,9/22/2000,6306276078,NS,1398,,www.,mgn.engineering
348,MALONEY ASSOCIATES CONSULTING ENGINEERS INC,1228 TRAILWOOD DR,,HURST,TX,76053,9/30/2019,9/22/2000,817 268 0383,NS,1400,,www.,manta.com
349,MALOUF ENGINEERING INTERNATIONAL INC,17950 PRESTON RD STE 720,,DALLAS,TX,75252-5635,9/30/2020,9/22/2000,9727832578,NS,1401,,www.,maloufengineering.com
350,William S Granek DBA Management Resource Associates,4 CHELSEA BLVD   APT# 1419,,Houston,TX,77006-6269,9/30/2019,9/22/2000,713 252 6061,SP,1402,,www.,ncblg.org
351,MAR TECH ENGINEERING INC,PO BOX 13446,,MONROE,LA,71213,9/30/2019,9/22/2000,3183453075,NS,1404,,www.,manta.com
352,MARINE DESIGN TECHNOLOGY INC,"6666 S. Sheridan Rd., Suite 205",,TULSA,OK,74133,9/30/2020,9/22/2000,9186281373,NS,1406,,www.,indeed.com
353,MARINE DEVELOPMENT INC,HC 62 BOX B1,,EUFAULA,OK,74432,9/30/2019,9/22/2000,918 689 7726,NS,1407,,www.,marinedev.com
354,MARTIN RUMBAUGH PE,2903 PERRY LN,,AUSTIN,TX,78731,9/30/2019,9/22/2000,512-771-6344,SP,1414,,www.,linkedin.com
355,Martinez Guy & Maybik Inc,6000 S Staples Ste 207,,Corpus Christi,TX,78413,9/30/2019,9/22/2000,3618143070,NS,1415,,www.,mgm-inc.com
356,Martinez Wright and Mendez Inc DBA MWM DesignGroup,305 East Huntland Drive,Suite 200,Austin,TX,78752,9/30/2020,9/22/2000,5124530767,NS,1416,,www.,mwmdesigngroup.com
357,"MAS-TEK Engineering & Associates, Inc.",10625 Newkirk Street,Suite 800,Dallas,TX,75220,9/30/2019,9/22/2000,972 709 7384,NS,1418,,www.,mas-tek.com
358,"MATTHEWS ENGINEERING INC DBA Matthews Engineering, Inc.",4312 CALL FIELD RD STE 200,,WICHITA FALLS,TX,76308,9/30/2019,9/22/2000,940 692 3929,NS,1422,,www.,manta.com
359,Maverick Engineering Inc,"120 S. Main Street, Suite 350",,Victoria,TX,77901,9/30/2019,9/22/2000,3615507099,NS,1424,,www.,maveng.com
360,McDonnell Engineering,P O Box 2193,,Georgetown,TX,78627,9/30/2020,9/22/2000,512 819 0990,SP,1427,,www.,manta.com
361,MCGINNIS & ASSOCIATES CONSULTING ENGINEERS INC,1110 WESTMARK DR,,ST. LOUIS,MO,63131-1735,9/30/2020,9/22/2000,3148351224,NS,1429,,www.,mcginnisstructural.com
362,MELDEN & HUNT INC,115 W MCINTYRE,,EDINBURG,TX,78541,9/30/2019,9/22/2000,956 381 0981,NS,1435,,www.,meldenandhunt.com
363,MEYER ENGINEERING & PLANNING,4005 CORONADO DR,,PLANO,TX,75074,9/30/2019,9/22/2000,9728146461,SP,1437,,www.,thebluebook.com
364,MEYER BORGMAN & JOHNSON INC,"510 Marquette Ave, Suite 900",,MINNEAPOLIS,MN,55402,9/30/2020,9/22/2000,6123380713,NS,1438,,www.,mbjeng.com
365,MID-SOUTH ENGINEERING COMPANY,PO BOX 1399,,HOT SPRINGS,AR,71902,9/30/2019,9/22/2000,501-321-2276,NS,1440,,www.,mseco.com
366,"Miller and Lents, Ltd DBA Miller and Lents",909 Fannin Ste 1300,,Houston,TX,77010,9/30/2020,9/22/2000,713 651 9455,NS,1442,,www.,millerandlents.com
367,MITCHELL & MORGAN LLP,3204 Earl Rudder Fwy South,,College Station,TX,77845,9/30/2019,9/22/2000,979 260 6963,NS,1443,,www.,mitchellandmorgan.com
368,MLB ENGINEERING,1037 Cypress Point,,Mansfield,TX,76063,9/30/2019,9/22/2000,817-437-3434,SP,1445,,www.,mlbengineers.com
369,MOK Associates Inc,P O BOX 201459,,ARLINGTON,TX,76006-1459,9/30/2019,9/22/2000,4692225344,SP,1447,,www.,corporationwiki.com
370,"Morris & Associates Engineers, Inc.",14139 Huffmeister Rd.,,Cypress,TX,77429-1805,9/30/2019,9/22/2000,281 855 6433,NS,1449,,www.,morrisassoc.com
371,Nathan D Smith PE,106 West First St,,Elgin,TX,78621,9/30/2019,9/22/2000,512 281 3344,SP,1455,,www.,porch.com
372,NATIONAL STRUCTURAL ENGINEERING INC,"2020 North Loop West, Ste 230",,HOUSTON,TX,77018,9/30/2020,9/22/2000,7139562094,NS,1456,,www.,structural.nu
373,NECHES ENGINEERS & CONSTRUCTORS INC DBA NECHES ENGINEERS,8865 COLLEGE ST STE 200,,BEAUMONT,TX,77707,9/30/2019,9/22/2000,409 860 7168,NS,1458,,www.,nechesengineers.com
374,NEMEC & ASSOCIATES INC,PO BOX 404,,HUNTSVILLE,TX,77342-0404,9/30/2019,9/22/2000,9362952846,NS,1459,,www.,manta.com
375,NEWTON B DERBY,11011 FM 830,,WILLIS,TX,77318,9/30/2020,9/22/2000,7135536833,SP,1460,,www.,manta.com
376,NORTH AMERICAN CONTROLS CORP,11602 AEROSPACE AVENUE,BLDG. 510  SUITE 100,HOUSTON,TX,77034,9/30/2019,9/22/2000,281-481-3073,NS,1462,,www.,north-american-controls-corp-in-houston-tx.cityfos.com
377,Hayes Engineering Inc,2126 Alpine St,,Longview,TX,75601-3401,9/30/2020,9/22/2000,9037582010,NS,1465,,www.,hayesengineering.net
378,OLDEN ASSOCIATES,PO BOX 1206,,ROCKWALL,TX,75087,9/30/2020,9/22/2000,9727729500,SP,1470,,www.,oldenassociates.com
379,OTHON INC,11111 WILCREST GREEN DR,STE 128,HOUSTON,TX,77042-4739,9/30/2019,9/22/2000,713-975-8555,NS,1471,,www.,othon.com
380,PE STRUCTURAL CONSULTANTS INC,8436 SPICEWOOD SPRINGS RD,,AUSTIN,TX,78759,9/30/2019,9/22/2000,5122505200,NS,1475,,www.,pestructural.com
381,"PECGA, LLC DBA Palmer Engineering Company",3585 Habersham At Northlake,Building N,Tucker,GA,30084,9/30/2020,9/22/2000,7709089908,NS,1477,,www.,pecga.com
382,PARADIGM CONSULTANTS INC,9980 W. Sam Houston Pkwy. S.,Ste. 500,HOUSTON,TX,77099,9/30/2020,9/22/2000,7136866771,NS,1478,,www.,paradigmconsultants.com
383,"Connect Structural Engineering, Inc.",9330 LBJ Fwy #1000,,Dallas,TX,75243,9/30/2020,9/22/2000,214 221 2220,NS,1479,,www.,connectstructural.com
384,WorleyParsons Group Inc.,575 North Dairy Ashford,,Houston,TX,77079,9/30/2019,9/22/2000,713-407-5052,NS,1480,,www.,bloomberg.com
385,PARSONS TRANSPORTATION GROUP INC,Attn: Licensing,4701 Hedgemore Drive,Charlotte,NC,28209,9/30/2019,9/22/2000,704-558-4067,NS,1481,,www.,manta.com
386,Peterson Associates Consulting Engineers Inc,7201 N Dreamy Draw Dr Ste 200,,Phoenix,AZ,85020,9/30/2019,9/22/2000,6029434116,NS,1486,,www.,mpeconsult.com
387,"Peterson Strehle Martinson Inc DBA PSM Engineers, PSM Engineering, PSM Consulting",2200 6th Ave #601,,Seattle,WA,98121,9/30/2019,9/22/2000,206 622 4580,NS,1487,,www.,psm-engineers.com
388,Petitt & Associates LLC,1651 N Glenville Dr #212,,Richardson,TX,75081,9/30/2019,9/22/2000,214 221 9955,NS,1488,,www.,business.richardsonchamber.com
389,PHASE ENGINEERING INC,5524 Cornish Street,,HOUSTON,TX,77007,9/30/2019,9/22/2000,713 476 9844,NS,1490,,www.,phaseengineering.com
390,"PICKETT, KELM & ASSOCIATES, INC.",4100 DUVAL RD BLDG 4 STE 103,,AUSTIN,TX,78759,9/30/2019,9/22/2000,512 345 5538,NS,1491,,www.,pkainc.com
391,"POLVADO ENGINEERING SERVICES, LLC",9609 Saugus Lane,,AUSTIN,TX,78733,9/30/2019,9/22/2000,512 584 8734,SP,1494,,www.,polvado-engineering.com
392,POWER ENGINEERING SERVICES INC,9179 SHADOW CREEK LANE,,CONVERSE,TX,78109,9/30/2019,9/22/2000,210-590-4936,NS,1496,,www.,pe-svcs.com
393,PRATHER ENGINEERING CONSULTANTS INC,1570 FOX LANE,,BURLESON,TX,76028,9/30/2020,9/22/2000,817 447 8450,NS,1499,,www.,manta.com
394,PRATOR BETT LLC,712 MAIN ST SUITE 1830,,HOUSTON,TX,77002,9/30/2019,9/22/2000,713 224 1350,NS,1500,,www.,pratorbett.com
395,PRO-TECH ENGINEERING GROUP INC,400 Rolling Hills Drive,,Wimberley,TX,78676,9/30/2019,9/22/2000,5129382045,NS,1501,,www.,porch.com
396,PROFESSIONAL COMPLIANCE ASSOCIATES,10718 Bayou Glen Rd,,Houston,TX,77042-1104,9/30/2019,9/22/2000,713 705-4858,SP,1502,,www.,linkedin.com
397,PROFESSIONAL ENGINEERING INSPECTIONS INC,PO BOX 859,,Friendswood,TX,77549,9/30/2020,9/22/2000,7136641264,NS,1503,,www.,profengineering.com
398,PROSSNER & ASSOCIATES INC,13377 POND SPRINGS RD #STE 108-B,,AUSTIN,TX,78729,9/30/2020,9/22/2000,5129183343,NS,1506,,www.,porch.com
399,"Protection Consultants, Inc.",1199 South Main St Ste 101,,Centerville,UT,84014,9/30/2019,9/22/2000,8012956070,NS,1507,,www.,pciut.com
400,"Provident Engineers, Inc",8406 Buffalo Creek Dr.,,Richmond,TX,77406,9/30/2020,9/22/2000,281-313-9393,SP,1508,,www.,peitexas.com
401,PRUITT EBERLY STONE INC,"1852 CENTURY PLACE NE, STE 201",,ATLANTA,GA,30345,9/30/2020,9/22/2000,7704575923,NS,1509,,www.,mapquest.com
402,Purdy McGuire Inc,17300 Dallas Parkway,Suite 3000,Dallas,TX,75248,9/30/2020,9/22/2000,9722395357,NS,1511,,www.,purdy-mcguire.com
403,QUINTANILLA HEADLEY & ASSOCIATES INC,124 E STUBBS ST,,EDINBURG,TX,78539,9/30/2019,9/22/2000,9563816480,NS,1513,,www.,facebook.com
404,Quinton T Colwell & Associates Inc DBA Water Survey Inc,7212 Joliet Ste 9A,,Lubbock,TX,79423,9/30/2019,9/22/2000,806-744-8436,NS,1514,,www.,opencorporates.com
405,"R-DELTA ENGINEERS, INC.",618 MAIN ST,,GARLAND,TX,75040,9/30/2019,9/22/2000,972 494 5031,NS,1515,,www.,rdelta.com
406,R W DIRKS PETROLEUM ENGINEER INC,PO Box 200,,Tuleta,TX,78162,9/30/2019,9/22/2000,361 375 2194,NS,1523,,www.,linkedin.com
407,R W HARDEN & ASSOCIATES INC,9009 Mountain Ridge Dr,#100,Austin,TX,78759,9/30/2019,9/22/2000,5123452379,NS,1524,,www.,rwharden.com
408,RACELECTRIC ENGINEERING,2614 QUAKER DR WEST,,TEXAS CITY,TX,77590,9/30/2020,9/22/2000,409 948 3716,SP,1525,,www.,dandb.com
409,Radford Engineering Company,P. O. Box 1552,,Richardson,TX,75083,9/30/2020,9/22/2000,214 215 4437,SP,1526,,www.,manta.com
410,RD MARWILL & ASSOCIATES,14004 MINT TRAIL,,SAN ANTONIO,TX,78232,9/30/2019,9/22/2000,210 496 6409,SP,1534,,www.,manta.com
411,REVISION GROUP,1730 ASHFORD HOLLOW LANE,,HOUSTON,TX,77077,9/30/2019,9/22/2000,2819445850,SP,1538,,www.,houstonrevision.org
412,RICHARD C COLLINS PROFESSIONAL ENGINEER,1856 CR 257,,GONZALES,TX,78629,9/30/2019,9/22/2000,830-437-2886,SP,1541,,www.,tam.usace.army.mil
413,RICHARD N BERRY PE INC,15102 HEIMER,,SAN ANTONIO,TX,78232,9/30/2019,9/22/2000,2106024050,NS,1542,,www.,rnbfuel.com
414,RIMKUS CONSULTING GROUP INC,8 GREENWAY PLAZA STE 500,,HOUSTON,TX,77046,9/30/2019,9/22/2000,7136213550,NS,1545,,www.,rimkus.com
415,"RIVER CITY ENGINEERING, PLLC",1011 west county line road,,new braunfels,TX,78130,9/30/2019,9/22/2000,830-626-3588,NS,1546,,www.,thebluebook.com
416,"IEA Constructors, LLC",6325 Digital Way Ste 460,,Indianapolis,IN,46278,9/30/2020,9/22/2000,608 280 1534,NS,1547,,www.,ieaconstructors.com
417,ROBERTSON/LOIA/ROOF PC,3460 PRESTON RIDGE RD STE 275,,ALPHARETTA,GA,30005,9/30/2020,9/22/2000,7706742600,NS,1559,,www.,rlrpc.com
418,"ROBISHAW ENGINEERING, INC.",PO BOX 79246,,HOUSTON,TX,77279-9246,9/30/2020,9/22/2000,713 468 1706,NS,1560,,www.,flexifloat.com
419,RODRIGUEZ ENGINEERING BRIDGE INSPECTIONS,8137 OSBORNE DR,,AUSTIN,TX,78729,9/30/2020,9/22/2000,5129893336,NS,1562,,www.,yelp.com
420,Rodriguez Engineering Laboratories LLC DBA Rodriguez Engineering Laboratories; Rodriguez Engineering,13809 TURBINE DR,,AUSTIN,TX,78728,9/30/2020,9/22/2000,5122514454,NS,1563,,www.,mobilityauthority.com
421,ROMEO ENGINEERING INC,4217 HAHN BLVD,,FT. WORTH,TX,76117,9/30/2019,9/22/2000,8176560048,NS,1567,,www.,romeoeng.com
422,Ronald L Berg Engineering Services LLC,22423 Wildwood Grove Dr,,Katy,TX,77450,9/30/2020,9/22/2000,2813925251,SP,1570,,www.,manta.com
423,"Robert J. Ronan, PE",9915 Adobe Drive,,Houston,TX,77095,9/30/2019,9/22/2000,281-861-5228,SP,1571,,www.,linkedin.com
424,RONE ENGINEERING SERVICES LTD,8908 AMBASSADOR ROW,,DALLAS,TX,75247,9/30/2019,9/22/2000,2146309745,NS,1572,,www.,linkedin.com
425,"Thoma Engineering, Inc.","5502 58th St., Ste. 200",,Lubbock,TX,79414-2074,9/30/2020,9/22/2000,8067454881,NS,1575,,www.,thomaengineering.com
426,RUSSELL & SONS CONSTRUCTION CO INC,ATTN: Kevin Wright,"415 N CENTER ST, #4",LONGVIEW,TX,75601,9/30/2020,9/22/2000,9032344542,NS,1578,,www.,russellandsons.com
427,"RW Engineering DBA R.W. Project Management, Inc.; R.W. Engineering & Associates",8043 Highway 164 West,,Mart,TX,76664-5187,9/30/2019,9/22/2000,254 876 8260,NS,1579,,www.,buzzfile.com
428,RYDER SCOTT COMPANY LP,1100 LOUISIANA STE 4600,,HOUSTON,TX,77002,9/30/2019,9/22/2000,7136519191,NS,1580,,www.,ryderscott.com
429,S & B Engineers and Constructors Ltd,P O Box 266245,,Houston,TX,77207,9/30/2020,9/22/2000,713-845-4548,NS,1581,,www.,sbec.com
430,S & B Infrastructure Ltd,Attention Legal Department,7825 Park Place Boulevard,Houston,TX,77087,9/30/2020,9/22/2000,713-845-4548,NS,1582,,www.,mapquest.com
431,S. E. HUEY CO.,PO BOX 2105,,MONROE,LA,71207-2105,9/30/2019,9/22/2000,3183251791,NS,1585,,www.,sehuey.com
432,SA Engineering Company,12719 Spectrum Dr #101,,San Antonio,TX,78249,9/30/2020,9/22/2000,210 561 0808,NS,1586,,www.,porch.com
433,SAM ENGINEERING & TESTING LP,1115 LUKE ST STE 100,,IRVING,TX,75061,9/30/2019,9/22/2000,9727901910,SP,1587,,www.,sameng.net
434,"SCARBOROUGH ENGINEERING, INC.",2400 SCOTT AVE.,,FT. WORTH,TX,76103,9/30/2020,9/22/2000,817 451 6687,NS,1592,,www.,linkedin.com
435,Schneider Engineering Ltd,191 Menger Springs Parkway,,Boerne,TX,78006,9/30/2019,9/22/2000,830-249-3887,NS,1594,,www.,se-texas.com
436,SCHNEIDER STRUCTURAL ENGINEERING INC,12925 WEST DODGE ROAD,SUITE 104,OMAHA,NE,68154,9/30/2020,9/22/2000,402 592 1160,NS,1595,,www.,schneiderstructuralinvestigating.com
437,SDW & ASSOCIATES INC,313 Mayfair Dr.,,Hurst,TX,76054,9/30/2019,9/22/2000,9035201419,NS,1598,,www.,corporationwiki.com
438,SEDA CONSULTING ENGINEERS INC,6735 IH 10 WEST,,SAN ANTONIO,TX,78201,9/30/2020,9/22/2000,210 308 0057,NS,1601,,www.,bbb.org
439,SIDES'LINES CONSULTING & ETC INC,3850 LINE AVE,,SHREVEPORT,LA,71106,9/30/2019,9/22/2000,318 861 3200,SP,1605,,www.,manta.com
440,SIERRA ENGINEERING GROUP,39812 MISSION BLVD. ,SUITE 100,FREMONT ,CA,94539,9/30/2020,9/22/2000,5104450550,NS,1606,,www.,sierraeng.com
441,SIMPSON ENGINEERING COMPANY,13901 Midway Road,Ste. 102-136,DALLAS,TX,75244,9/30/2019,9/22/2000,2143511637,SP,1607,,www.,manta.com
442,Smith Engineering Company,"2201 San Pedro Dr. NE, Building 4",Suite 200,Albuquerque,NM,87110,9/30/2020,9/22/2000,505 884 0700,NS,1610,,www.,smithengineering.pro
443,SMITH-GOTH ENGINEERS INC,3855 S JEFFERSON AVE,,SPRINGFIELD,MO,65807,9/30/2019,9/22/2000,4178822200,NS,1611,,www.,smithgoth.com
444,"SOLORIO, INC.",108 WEST 18TH ST,,MISSION,TX,78572,9/30/2019,9/22/2000,956 631 1500,SP,1616,,www.,solorio.com
445,SPALDING & ASSOCIATES LLC,3824 KELVIN AVE,,FT. WORTH,TX,76133,9/30/2020,9/22/2000,817-996-7691,SP,1619,,www.,opencorporates.com
446,SPECIALTY ENGINEERING,2706 E. Villa Maria #B,,BRYAN,TX,77802,9/30/2020,9/22/2000,979-774-0355,NS,1621,,www.,myairbalance.com
447,Steinman Luevano Structures LLP,5901 Old Fredericksburg Rd.,B101,Austin,TX,78749,9/30/2019,9/22/2000,5128916766,NS,1624,,www.,slstructures.com
448,SMS Engineering,P.O. Box 927,,Katy,TX,77492,9/30/2020,9/22/2000,2813918021,SP,1625,,www.,smsengr.com
449,RW Stone Engineer PLLC,PO Box 545,,Ingleside,TX,78362,9/30/2019,9/22/2000,361 232 4020,SP,1627,,www.,manta.com
450,"Element Materials Technology Houston, Inc. DBA Element Materials Technology",14805 York Town Plaza Dr.,,Houston,TX,77040,9/30/2019,9/22/2000,713 692 9151,NS,1628,,www.,element.com
451,Strand Systems Engineering Inc,10003 Technology Blvd W,,Dallas,TX,75220,9/30/2019,9/22/2000,9726208204,NS,1629,,www.,strandae.com
452,SWH ENGINEERING,3910 BALCONES DR,,AUSTIN,TX,78731,9/30/2019,9/22/2000,512 452 1532,SP,1635,,www.,mapquest.com
453,TANK CONSULTANTS INC,4333 W 21ST ST,,TULSA,OK,74107,9/30/2019,9/22/2000,9185833968,NS,1637,,www.,linkedin.com
454,TEDSI Infrastructure Group Inc,738 Highway 6 South,Suite 430,Houston,TX,77079,9/30/2020,9/22/2000,8326191000,NS,1640,,www.,tedsi-infrastructure.com
455,TEXAS DRILLING ASSOCIATES,6130 INWAY DR,,SPRING,TX,77389,9/30/2020,9/22/2000,281-787-5006,SP,1642,,www.,mapquest.com
456,CONSTRUCTION PLANNING & MANAGEMENT INC DBA TEXAS ENGINEERING GROUP,17825 Babcock Road,,San Antonio,TX,78255,9/30/2019,9/22/2000,210 691 5555,NS,1643,,www.,linkedin.com
457,THE ARRINGTON CORPORATION,PO BOX 130998,,Tyler,TX,75713,9/30/2020,9/22/2000,9035654768,NS,1644,,www.,bbb.org
458,THE DELPHI GROUPE INC,2211 S IH35 STE 400,,AUSTIN,TX,78741-3842,9/30/2020,9/22/2000,512-462-1181,NS,1646,,www.,delphigroupe.com
459,THE PATENT ENGINEER/KLUGHART ENGINEERING INC DBA KEVIN MARK KLUGHART PHD PE,3825 Leisure Ln,,Denton,TX,76210-5589,9/30/2020,9/22/2000,940 320 0580,SP,1650,,www.,linkedin.com
460,"TNM Engineering, LLC",7355 Remcon Circle,Suite 103,El Paso,TX,79912,9/30/2020,9/22/2000,9155334041,NS,1652,,www.,tnmengineering.com
461,THE TRANSTEC GROUP INC,6111 BALCONES DR,,AUSTIN,TX,78731,9/30/2020,9/22/2000,512-451-6233,NS,1654,,www.,thetranstecgroup.com
462,"Tony Tramel Consulting, LLC",1948 W Wisconsin Ave,,Harlingen,TX,70520,9/30/2019,9/22/2000,337-693-6344,SP,1657,,www.,facebook.com
463,Turley & Williams Inc DBA Turley Associates Inc,301 N 3rd Street,,Temple,TX,76501,9/30/2019,9/22/2000,2547732400,NS,1658,,www.,turley-inc.com
464,WALLACE ENGINEERING-STRUCTURAL CONSULTANTS INC,123 N Martin Luther King Jr Blvd,,TULSA,OK,74103,9/30/2020,9/22/2000,9185845858,NS,1667,,www.,wallacesc.com
465,WASTELINE ENGINEERING INC,PO BOX 421,,ALEDO,TX,76008,9/30/2020,9/22/2000,817 441 1300,NS,1669,,www.,wasteline-eng.com
466,"WAVEX, LLC",15314 WILKSHIRE CT,,HOUSTON,TX,77069,9/30/2019,9/22/2000,2813977010,SP,1670,,www.,manta.com
467,WILSON & COMPANY INC ENGINEERS & ARCHITECTS,P.O. Box 94000,,Albuquerque,TX,87199,9/30/2020,9/22/2000,505-348-4000,NS,1677,,www.,wilsonco.com
468,William R Hughes Jr DBA WRH & Associates,5032 Old Peveto Road,,Orange,TX,77632,9/30/2019,9/22/2000,409-670-8825,SP,1679,,www.,texasescapes.com
469,Zentech Inc,14800 St. Mary's Lane Ste 270,,Houston,TX,77024,9/30/2020,9/22/2000,281 558 0290,NS,1682,,www.,zentech-usa.com
470,2DM ASSOCIATES INC,8439 Hunters Creek Drive,,HOUSTON,TX,77024-3204,9/30/2019,9/29/2000,8327215044,SP,1684,,www.,manta.com
471,A & L Engineering & Consulting Inc.,4720 Stonehollow Way,,Dallas,TX,75287,9/30/2020,9/29/2000,972-818-2946,NS,1685,,www.,anleng.com
472,ACS ENGINEERING & SAFETY LTD,407 Dover Lane,,Spring,TX,77373-5518,9/30/2020,9/29/2000,281-353-8224,NS,1692,,www.,almexperts.com
473,AESTIMO Inc,955 Dairy Ashford Ste 204,,Houston,TX,77079,9/30/2020,9/29/2000,2815561522,NS,1695,,www.,aestimo.com
474,Advanced Industrial & Marine Services DBA AIMS International Inc,1617 Peachleaf,,Houston,TX,77039,9/30/2019,9/29/2000,2815903240,NS,1696,,www.,bloomberg.com
475,"A. E. I. Engineering, LLC",11450 Compaq Center Drive,Suite 660,Houston,TX,77070,9/30/2019,9/29/2000,2813507027,NS,1697,,www.,aeiengineering.com
476,"ALTEK ENGINEERING & CONSTRUCTION COMPANY DBA MG MOVASSAGHI, P. E.",PO BOX 172004,,ARLINGTON,TX,76003-2004,9/30/2019,9/29/2000,8175721989,SP,1698,,www.,linkedin.com
477,AMERICAN INTERNATIONAL ENERGY CORPORATION,1005 E 27 TH STREET,,HOUSTON,TX,77009,9/30/2019,9/29/2000,713-906-7747,SP,1699,,www.,manta.com
478,ANDERSON ENGINEERING CONSULTANTS INC,10205 ROCKWOOD RD,,LITTLE ROCK,AR,72204,9/30/2019,9/29/2000,5014554545,NS,1701,,www.,aecigeo.com
479,"ARF Architects & Engineers, Inc. DBA ARF Engineering, Inc.",210 N. First Street,,Lufkin,TX,75901,9/30/2019,9/29/2000,9366376969,NS,1704,,www.,porch.com
480,Gate Precast Company DBA Precast Concrete Manufacturer,PO Box 23627,,Jacksonville,FL,32241,9/30/2020,9/29/2000,9047327668,NS,1705,,www.,gateprecast.com
