,firm_name,firm_address1,firm_address2,firm_city,firm_state,firm_zip,expire_date,create_date,firm_phone,firm_type,Firm_num,GregsNotes,www,domain
6046,"LEC Engineering, Inc. DBA LOI Engineers",2101 E. Missouri Ave.,Suite B,El Paso,TX,79903,2/29/2020,2/8/2012,915 781 1532,NS,14023,,www.,loi-engineers.com
6047,"Fisher Engineering, Inc.",10475 Medlock Bridge Rd #520,,Johns Creek,GA,30097,1/31/2020,1/13/2012,770 495 7770,NS,14025,,www.,feifire.com
6048,"J J Termina Consulting Engineers, Inc",P. O. Box 124,,San Felipe,TX,77473,2/29/2020,2/15/2012,979 885 6789,SP,14027,,www.,icengineers.net
6049,"Siegfried Engineering & Construction, LLC","10238 Wildwood Park Lane,#100",,Houston,TX,77070,1/31/2020,1/30/2012,7135012336,SP,14029,,www.,siegfriedec.com
6050,MacDonald Engineering LLC DBA MacDonald Engineering,1604 Woodhead St,,Houston,TX,77019,1/31/2020,1/20/2012,7134850702,NS,14030,,www.,macdonaldengineering.com
6051,VME Engineering DBA VME Engineering LLC,1615 Laurel Ct,,Donna,TX,78537,2/29/2020,2/8/2012,956 472 5161,SP,14031,,www.,manta.com
6052,Rubix Consultants LLC,3645 N WILTON AVE,Unit 1,Chicago,IL,60613,2/29/2020,2/8/2012,3125042672,NS,14032,,www.,rubixc.com
6053,"Interface Consulting International, Inc.",1 Riverway #2350,,Houston,TX,77056,2/29/2020,2/3/2012,713 626 2525,NS,14034,,www.,interface-consulting.com
6054,"Larry L. Smith, P.E. Engineering Consultant",2112 W University Dr PMB 710,,Edinburg,TX,78539-2862,2/29/2020,2/9/2012,956 330 4153,SP,14037,,www.,linkedin.com
6055,"CPH STRUCTURAL ENGINEERING, INC.","38027 FM 1774, STE A",,MAGNOLIA,TX,77355,2/29/2020,2/8/2012,281-826-1848,NS,14038,,www.,cphengineering.com
6056,"Biagi, Chance, Cummins, London, Titzer, Inc.",300 NW 2nd Street,,Evansville,IN,47708,1/31/2020,1/30/2012,812 423 4407,NS,14041,,www.,bcclt.com
6057,"Ottis Foster, PE (Sole Proprietor, Sole Practitioner)",1839 old caufield ranch road,,mcgregor,TX,76657,2/29/2020,2/8/2012,2547336954,SP,14043,,www.,linkedin.com
6058,"Brian L. Umberger & Associates, PLLC",4888 Pecan Place Drive,,McKinney,TX,75071,2/29/2020,2/3/2012,469 964 5721,SP,14045,,www.,linkedin.com
6059,Vest Engineering Inc.,227 SUMAC TRL,,WOODSTOCK,GA,30188,2/29/2020,2/3/2012,4042189579,NS,14046,,www.,vestengineering.com
6060,"Blackline Engineering, LLC",1616 S. Voss,Suite 850,Houston,TX,77057,2/29/2020,2/17/2012,832-431-5959,NS,14051,,www.,blackline-eng.com
6061,"Southern Company Services, Inc.",3535 Colonnade Parkway BIN S 552 EC,,Birmingham,AL,35243,2/29/2020,2/15/2012,205 992-7707,NS,14052,,www.,southerncompany.com
6062,"M.C. Dean, Inc.",120 S Central Ave #350,,Clayton,MO,63105,1/31/2020,1/30/2012,866 441 8538,NS,14055,,www.,mcdean.com
6063,"LDJ Engineering, LLC",18100 West Rd Apt 913,,Houston,TX,77095,2/29/2020,2/13/2012,915 245 1692,SP,14056,,www.,linkedin.com
6064,"Clear Source Engineering, LLC",3719 Pin Oak Dr E,,Pearland,TX,77581,2/29/2020,2/9/2012,281 881 6413,SP,14057,,www.,opencorporates.com
6065,CEK Engineering LLC,PO 5262,,Mississippi State,MS,39762,2/29/2020,2/13/2012,432-230-0853,NS,14059,,www.,manta.com
6066,"O'Brien Engineering Services, LLC",515 Explorer,,Austin,TX,78734,1/31/2020,1/30/2012,512 383 5360,NS,14060,,www.,obrienengineeringservices.com
6067,"D & D Engineered Plastics, Inc",P. O. Box 4649,,Pasadena,TX,77502,2/29/2020,2/3/2012,713 472 7022,NS,14061,,www.,manta.com
6068,"Diller Engineering Consulting, LLC",1092 FM 3000,,Elgin,TX,78621,1/31/2020,1/30/2012,512 826 0407,SP,14062,,www.,datalog.co.uk
6069,David C. Wilhite DBA Calcmech Engineering,517 Aurora Ct,,Euless,TX,76039,1/31/2020,1/30/2012,817 709 6354,SP,14066,,www.,wa5vjb.com
6070,"HoldenGarcia, LLC",131 Creekside Dr,,Murphy,TX,75094,2/29/2020,2/9/2012,972 658 9848,SP,14068,,www.,alignable.com
6071,"Truman-Stanley Engineering, Incorporated",717 Del Mar Dr,,El Paso,TX,79932,2/29/2020,2/3/2012,860-575-3104,SP,14069,,www.,manta.com
6072,"Mendez Engineering, PLLC",2342 Mountain Fall,,San Antonio,TX,78258,1/31/2020,1/30/2012,210 802 0808,NS,14070,,www.,mendezengineering.com
6073,Wright Consulting Group DBA Wright Engineers,1645 Village Center Circle #10,,Las Vegas,NV,89134,2/29/2020,2/13/2012,702 933 7000,NS,14071,,www.,wrightengineers.com
6074,"Apex Companies, LLC DBA Apex Companies Group, LLC",15850 Crabbs Branch Way ,Suite 200,Rockville,TX,20855,2/29/2020,2/9/2012,301 417 0200,NS,14073,,www.,apexcos.com
6075,"STS Systems Integration, LLC",1826 N Loop 1604 W,Ste 350,San Antonio,TX,78248,2/29/2020,2/9/2012,210 888 2631,NS,14074,,www.,ssi-anc.com
6076,JAB Engineering LLC,4500 Williams Drive,Suite 212-121,Georgetown,TX,78633,1/31/2020,1/30/2012,512-779-7414,SP,14076,,www.,etrakit.roundrocktexas.gov
6077,"ADA Architects, Inc.",17710 Detroit Avenue,,Lakewood,OH,44107,2/29/2020,2/15/2012,216 521 5134,NS,14077,,www.,adaarchitects.cc
6078,"Rice Integrated Building Design, LLC DBA Integrated Building Design",3525 Louis Drive,,Plano,TX,75023,3/31/2020,3/8/2012,972 358 7732,SP,14079,,www.,ashrae.org
6079,Traviscyle Services Group LLC DBA Gabion Real Estate Advisors,2309 Roosevelt Dr Ste A,,Arlington,TX,76016,2/29/2020,2/3/2012,817 992 3216,NS,14081,,www.,gabionrea.com
6080,CJD Engineering LLC,"2225 W Chesterfield Blvd, Suite 200",,Springfield,MO,65807,2/29/2020,2/15/2012,417 877 1700,NS,14083,,www.,cjd-eng.com
6081,"Hees & Associates, Inc.",1381 Fifth St,,Sarasota,FL,34236,2/29/2020,2/3/2012,941 955 4555,NS,14085,,www.,heesassociates.com
6082,HT&J L.L.C.,10351 Stella Link Road,,Houston,TX,77025,2/29/2020,2/13/2012,832-767-0090,NS,14087,,www.,ht-j.com
6083,"Lawrence D. Goldberg, PE",8715 Andante Dr,,Houston,TX,77040,10/31/2019,10/22/2012,713 824 5499,SP,14088,,www.,linkedin.com
6084,"Daryel Ann, LLC DBA DH Glabe & Associates",3835 Newland St.,,Wheat Ridge,CO,80033,3/31/2020,3/12/2012,303 301 2646,NS,14089,,www.,govtribe.com
6085,"Carubba Engineering, Inc.",3400 Hessmer Avenue,,Metairie,LA,70002,2/29/2020,2/3/2012,504 888 1490,NS,14095,,www.,carubbaengineering.com
6086,"Praveena Reddy, P.E.","3512 Broadway,  #1309",,Pearland,TX,77581,2/29/2020,2/17/2012,281 485 5054,SP,14097,,www.,linkedin.com
6087,S T Construction DBA Sandtech,8368 Park Place Blvd.,,Houston,TX,77017,2/29/2020,2/29/2012,713 645 4824,NS,14101,,www.,sandtech-stconstruction.com
6088,"Scaffshore Engineering, LLC",4 Oak Circle,,Hickory Creek,TX,75065,2/29/2020,2/29/2012,214 616 0686,SP,14107,,www.,hickorycreek-tx.gov
6089,"Kovar Operating, LLC",One O'Connor Plz #710,,Victoria,TX,77901,2/29/2020,2/17/2012,361 894 6422,NS,14108,,www.,dnb.com
6090,"alliantgroup, LP","3009 Post Oak Blvd, Suite 2000",,Houston,TX,77056,3/31/2020,3/8/2012,713-877-9600,NS,14109,,www.,alliantgroup.com
6091,Keasler Associates Inc,2530 W. White Ave #300,,McKinney,TX,75071,2/29/2020,2/15/2012,9724393565,NS,14110,,www.,keasler.com
6092,"Nixon Engineering Solutions, LLC",401 Hamilton Rd. Ste 120,,Bossier City,LA,71111,2/29/2020,2/15/2012,318-747-9669,NS,14113,,www.,manta.com
6093,"Sigma Engineers & Constructors, Inc.",11585 Lake Sherwood Ave N,,Baton Rouge,LA,70816,3/31/2020,3/8/2012,225 810 3100,NS,14114,,www.,sigmaec.com
6094,"Sammie M. Boydston, Jr. DBA Boydston Engineering",39912 N. Sunnyside Lane,,Deer Park,WA,99006,2/29/2020,2/23/2012,5092767010,SP,14115,,www.,BADQUERY
6095,G H Engineering Services LLC,PO Box 847,,Rockwall,TX,75087,2/29/2020,2/15/2012,214 789 1880,SP,14116,,www.,bizapedia.com
6096,"P&D Professional Services, Inc.",617 Caroline St,Suite 11,Houston,TX,77002,2/29/2020,2/29/2012,281 743 4475,NS,14117,,www.,start.cortera.com
6097,"Nosbil, Inc. DBA TerraTech Engineering and Construction Services",PO Box 556,,Eagle Pass,TX,78853,2/29/2020,2/17/2012,830 773 1291,NS,14118,,www.,terratechengineering.com
6098,Hesseltine Engineering PLLC,4013 Tara St,,Springdale,AR,72762,2/29/2020,2/23/2012,479 466 0156,SP,14120,,www.,start.cortera.com
6099,Joe Nguyen,5430 Highland Falls Lane,,Katy,TX,77450,2/29/2020,2/29/2012,832 978 4542,SP,14122,,www.,beenverified.com
6100,"Iv-AGA, Texas, LLC.","1500 City West Blvd., Suite 200",,Houston,TX,77042,3/31/2020,3/20/2012,281-310-5710,NS,14124,,www.,linkedin.com
6101,"Cuhaci & Peterson Architects Engineers, Planners, Inc.",1925 Prospect Ave,,Orlando,FL,32814,2/29/2020,2/17/2012,407 661 9100,NS,14125,,www.,c-p.com
6102,"J. Thompson Consulting, LLC",84 North Frontera Circle,,The Woodlands,TX,77382,2/29/2020,2/29/2012,832 641 6329,NS,14127,,www.,manta.com
6103,"G2 Consulting Group, LLC.",1866 Woodslee,,Troy,MI,48083,2/29/2020,2/17/2012,248 680 0400,NS,14128,,www.,g2consultinggroup.com
6104,"RJS Civil Engineering, LLC",9415 Antoine Forest,,San Antonio,TX,78254,2/29/2020,2/23/2012,210-378-2193,SP,14130,,www.,linkedin.com
6105,"Big Sky Engineering, LLC",1222 Commerce St #2211,,Dallas,TX,75202,2/29/2020,2/23/2012,214 801 3966,SP,14133,,www.,bigsky.engineering
6106,"SPB Consulting Engineers, PLLC",414 E Travis St,,Fredericksburg,TX,78624,2/29/2020,2/17/2012,210 391 4995,SP,14134,,www.,spbconsultingengineers.com
6107,"Hays Cheatwood Consulting, Inc.",P. O. Box 250,,Pinson,AL,35126,3/31/2020,3/8/2012,205 942 0696,NS,14135,,www.,linkedin.com
6108,"GFAC Engineering, Inc.",P. O. Box 472201,,Tulsa,OK,74147,2/29/2020,2/23/2012,918 622 7021,NS,14136,,www.,gfaceng.com
6109,"DirtSavers, LLC",PO Box 566,,Aledo,TX,76008,2/29/2020,2/17/2012,469 834 7446,SP,14138,,www.,manta.com
6110,Nestor A. Agbayani DBA Agbayani Structural Engineering,1201 24th St Ste B110-116,,Bakersfield,CA,93301,2/29/2020,2/17/2012,661 742 1327,SP,14139,,www.,agbayanistructural.com
6111,Allen D. Hoover,9 Jason Rd,,Boerne,TX,78006,3/31/2020,3/20/2012,210 232 2464,SP,14141,,www.,addresses.com
6112,"Sullaway Engineering, Inc.",P. O. Box 28789,,San Diego,CA,92198,2/29/2020,2/23/2012,858 312 5150,NS,14143,,www.,sullawayeng.com
6113,"Anthony D. Ooten, PE",8294 Hwy 92 #210,,Woodstock,GA,30189,3/31/2020,3/20/2012,770 575 5790,SP,14145,,www.,ok.gov
6114,"WCGP, Inc.",PO Box 74,,Powell,TX,75153-0074,2/29/2020,2/23/2012,214 577 5527,SP,14146,,www.,texaskit.com
6115,"Nieman Engineering, LLC DBA EAKOM Structural Engineers, LLC",5501 Highland Ct,,Midland,TX,79707,2/29/2020,2/23/2012,432-599-2882,NS,14148,,www.,niemanengineering.com
6116,Wellington Consulting LLC,1805 Palmwood Cv,,Austin,TX,78757,4/30/2020,4/20/2012,512 520 2484,SP,14149,,www.,opencorporates.com
6117,"Hungry Horse Engineering, Incorporated DBA H2E, Incorporated","23305 E. Knox Ave., Bldg. A",,Liberty Lake,WA,99019,2/29/2020,2/23/2012,509 927 2424,NS,14150,,www.,h2einc.com
6118,"HV Engineering, LLC DBA HV Engineering","5300 N. Braeswood, Ste. 4-296",,Houston,TX,77096,3/31/2020,3/8/2012,832 605 1259,NS,14152,,www.,hv-eng.com
6119,"juwi solar, Inc.",1710 29th Street,Suite 1068,Boulder,CO,80301,4/30/2020,4/6/2012,303 440 7430,NS,14153,,www.,juwiamericas.com
6120,Tony's Engineering & Construction,517 Villa Dr.,,Seabrook,TX,77586,3/31/2020,3/30/2012,281 865 3738,SP,14157,,www.,seabrooktx.gov
6121,"Gary D. Halepeska, PE",962 Bluntzer Rd,,Goliad,TX,77963,4/30/2020,4/13/2012,361 649 5043,SP,14159,,www.,issuu.com
6122,Greenco of Augusta DBA Greenco,PO Box 56,,Harlem,GA,30814,2/29/2020,2/29/2012,706 556 0405,SP,14160,,www.,manta.com
6123,"Dessenberger Consulting, LLC",14107 Amber Hollow Ct,,Cypress,TX,77429,2/29/2020,2/29/2012,281 851 1005,SP,14161,,www.,manta.com
6124,"Infinity Engineering Group, LLC",1208 E Kennedy Blvd ,Suite 230,Tampa,FL,33602,3/31/2020,3/8/2012,813 830 2330,NS,14167,,www.,iegroup.net
6125,Browne Engineering Services,6207 British Lane,,Arlington,TX,76002-2833,2/29/2020,2/28/2012,214 564 8658,SP,14168,,www.,manta.com
6126,"Carolina Engineering Solutions, LLC","8 W. McBee Ave., Ste. 203",,Greenville,SC,29601,3/31/2020,3/26/2012,864 370 9355,NS,14169,,www.,carolinaengr.com
6127,Quantum Reservoir Impact LLC,909 Fannin St. Suite 2200,,Houston,TX,77010,3/31/2020,3/8/2012,713 485 8800,NS,14170,,www.,qrigroup.com
6128,Albasuarez LLC,6615 Misty Creek,,Missouri City,TX,77459,3/31/2020,3/8/2012,832 724 4748,SP,14175,,www.,manta.com
6129,Jose De Jesus Martinez DBA Structural Engineering Solutions,2204 N BELT LINE RD #1118,,Mesquite,TX,75150,3/31/2020,3/20/2012,214 417 6520,SP,14176,,www.,bidnet.com
6130,Schaefer Engineering Inc.,234 S 167th St,,Omaha,NE,68118-2624,3/31/2020,3/8/2012,402 572 6807,NS,14177,,www.,parishesonline.com
6131,"D-O-R Lease Service, Inc.",P. O. Box 51707,,Lafayette,LA,70505,5/31/2020,5/23/2012,337 233 2378,NS,14179,,www.,mapquest.com
6132,"Delta-T, Ltd",538 Forest Center Plaza,,Garland,TX,75726,3/31/2020,3/8/2012,972 494 2300,NS,14180,,www.,deltatltd.com
6133,"ASI Construction And Consulting, LLC",PO BOX 1391,,League City,TX,77573,3/31/2020,3/20/2012,832 693 8905,SP,14181,,www.,angieslist.com
6134,Halfen USA Inc,PO Box 18687,,San Antonio,TX,78218,3/31/2020,3/26/2012,2105859342,NS,14182,,www.,halfen.com
6135,Michael T. Nugent,1049 Boundary Blvd.,,Rotonda West,FL,33947,4/30/2020,4/6/2012,812.457.4539,SP,14188,,www.,floridaparcels.com
6136,"Royal Engineers & Consultants, LLC",4298 Elysian Field Ave,Suite B,New Orleans,LA,70122,3/31/2020,3/20/2012,504-283-9400,NS,14191,,www.,royalengineering.net
6137,"Latigo, Inc",7300 Hix Ct,,Colleyville,TX,76034,3/31/2020,3/26/2012,817 874 2077,SP,14193,,www.,manta.com
6138,Priority Engineering Incorporated DBA Priority Group Incorporated,"3939 Highway 80, #143P",,Mesquite,TX,75150,3/31/2020,3/26/2012,972 896 7617,NS,14194,,www.,manta.com
6139,"Hudepohl Engineering, LLC",6163 Sugartree Court,,Liberty Township,OH,45011,3/31/2020,3/30/2012,513 417 4300,SP,14197,,www.,manta.com
6140,"Claymoore Engineering, Inc.",1903 Central Drive,Suite 406,Bedford,TX,76021,3/31/2020,3/30/2012,817 201 6982,NS,14199,,www.,claymooreeng.com
6141,"Applied Engineering Solutions, Inc. DBA AE Solutions",PO Box 26566,,Greenville,SC,29616,4/30/2020,4/20/2012,864 676 0600,NS,14200,,www.,aesolns.com
6142,"Mechanical Designs, Inc.",7227 N 16th Street,Suite 200,Phoenix,AZ,85020,3/31/2020,3/20/2012,602 943 6608,NS,14204,,www.,mechdesigns.com
6143,"Exyte U.S., Inc.","1001 Klein Road, Ste. 400",,Plano,TX,75074,5/31/2020,5/23/2012,972 535 7300,NS,14205,,www.,exyte.net
6144,"Juan Perales, Jr., P.E. DBA J. Perales Civil Engineering and Planning Services",PO Box 260547,,Corpus Christi,TX,78426,4/30/2020,4/20/2012,361 728 7188,SP,14207,,www.,engineerlookup.com
6145,"Blattner Energy, Inc.",392 County Road 50,,Avon,MN,56310,3/31/2020,3/26/2012,320 356 7351,NS,14208,,www.,blattnerenergy.com
6146,Pearl Engineering Corporation,P. O. Box 425,,Wisconsin Rapids,WI,54495-0425,4/30/2020,4/3/2012,715 424 4008,NS,14209,,www.,pearlengineering.com
6147,"HBK Engineering, LLC",921 W Van Buren Suite 100,,Chicago,IL,60607,3/31/2020,3/26/2012,312 432 0076,NS,14212,,www.,hbkengineering.com
6148,John Anthony Weller DBA John A. Weller,6419 S Quebec Ave,,Tulsa,OK,74136,3/31/2020,3/26/2012,918 520 1309,SP,14215,,www.,clustrmaps.com
6149,Corsair Consulting LLC,1426 River Forest Dr,,Round Rock,TX,78665,3/31/2020,3/26/2012,512 565 9356,NS,14217,,www.,corsairus.com
6150,"RKW Engineering, P.C.",5569 W Henrietta Rd,,West Henrietta,NY,14586,4/30/2020,4/3/2012,585 359 1578,NS,14219,,www.,manta.com
6151,"High Plains Engineering & Design, LLC",PO Box 1077,,Hudson,CO,80642,3/31/2020,3/26/2012,303 857 9280,NS,14220,,www.,hpedesign.com
6152,KW Mission Critical Engineering D.P.C.,James Warren,KW Mission Critical Engineering,"433 River Street, 7th FL",NY,12180,4/30/2020,4/20/2012,518 424 4847,NS,14221,,www.,kwmce.com
6153,Southland Industries,12131 Western Avenue,Attn: Monet Bosinski,Garden Grove,CA,92841,4/30/2020,4/3/2012,7149015800,NS,14222,,www.,opencorporates.com
6154,"Nova Group, GBC",1107 Hazeltine Blvd,,Chaska,MN,55318,4/30/2020,4/3/2012,952 448 9393,NS,14223,,www.,novagroupgbc.com
6155,International Industrial Contracting Corporation,35900 Mound Rd,,Sterling Heights,MI,48310,3/31/2020,3/30/2012,586 264 7070,NS,14226,,www.,facebook.com
6156,"Elektek, PLLC",27 Carlyle Place,,Spring,TX,77382,4/30/2020,4/11/2012,936 539 8947,SP,14227,,www.,opencorporates.com
6157,"Shiner Consulting, PLLC",401 North Chaparral St,Apt 404,Corpus Christi,TX,78401,4/30/2020,4/6/2012,361-991-3471,SP,14238,,www.,opencorporates.com
6158,"Neera Associates, Inc.",880 Tully Rd Ste 087,,Houston,TX,77079,4/30/2020,4/18/2012,832 641 5413,NS,14240,,www.,neeraengineers.com
6159,LC Kopecki Engineering,1313 Windmill Drive,,La Vernia,TX,78121,4/30/2020,4/3/2012,210 413 6651,SP,14242,,www.,seguingazette.com
6160,Stewart James Skloss Engineering DBA SJS Engineering,2504 N Stewart Rd,,Mission,TX,78574,4/30/2020,4/18/2012,956 369 5888,SP,14244,,www.,linkedin.com
6161,"Aimee L. Pasquarella, P.E. DBA AP Structures",622 Broken Lance Dr,,Dripping Springs,TX,78620,4/30/2020,4/3/2012,512 858 7062,SP,14246,,www.,galvestontx.gov
6162,"Roman Civil Engineering, PLLC",918 Wildwood Trail,,New Braunfels,TX,78130,4/30/2020,4/18/2012,210 232 7074,SP,14248,,www.,manta.com
6163,"Epic Engineering, LLC",603 Dayton Street,,Orange,TX,77630,4/30/2020,4/3/2012,409 670 9393,NS,14251,,www.,manta.com
6164,David W. Walls DBA Walls Consulting Engineers,P.O. Box 532642,,Grand Prairie,TX,75053,5/31/2020,5/23/2012,214 724 0983,SP,14254,,www.,manta.com
6165,Dechant Infrastructure Services,3698 S Elkhart St,,Aurora,CO,80014,4/30/2020,4/11/2012,303 324 9798,SP,14255,,www.,manta.com
6166,"Ramos Consulting, LLC",2121 Lohmans Crossing Road,Suite #504-409,Lakeway,TX,78734,4/30/2020,4/6/2012,512-329-2115,NS,14256,,www.,acectx.site-ym.com
6167,"Personal Engineering, LLC DBA Personal Engineering",1438 TX Hwy 19 S,,Sulphur Springs,TX,75482,4/30/2020,4/27/2012,9794920980,NS,14258,,www.,dynamic-engineering.net
6168,"John M. Watson, Trustee of Watson Family Living Trust DBA Fairfield Energy Consultants",24715 Bent Sage Ct,,Katy,TX,77494,4/30/2020,4/18/2012,713-816-7214,SP,14259,,www.,omnimgt.com
6169,"Vantage Point Solutions, Inc.",2211 N Minnesota St,,Mitchell,SD,57301,4/30/2020,4/6/2012,605 995 1777,NS,14260,,www.,vantagepnt.com
6170,M. A. Mortenson Company DBA Mortenson Construction,700 Meadow Lane North,Attn Legal,Minneapolis,MN,55422,4/30/2020,4/11/2012,763-287-5905,NS,14261,,www.,mortenson.com
6171,Clark G. Hickman DBA CGH Associates,16403 Havenhurst Dr.,,Houston,TX,77059,4/30/2020,4/6/2012,281 488 0848,SP,14263,,www.,linkedin.com
6172,"Engineering PLUS, LLC",9018 Heritage Pkwy #1000,,Woodridge,IL,60517,4/30/2020,4/11/2012,630 786 4200,NS,14264,,www.,220221.com
6173,"Shipp General Management, LLC",507 Mesa Walk,,San Antonio,TX,78258,4/30/2020,4/11/2012,210 680 8764,NS,14265,,www.,opencorporates.com
6174,"Marc Barry, P.E.",P. O. Box 617,,Rogers,AR,72757,4/30/2020,4/11/2012,479 936 7600,SP,14266,,www.,manta.com
6175,Gary Andrews DBA Contrand,12810 Coralville Ct,,Houston,TX,77041,5/31/2020,5/4/2012,713 466 1756,SP,14267,,www.,linkedin.com
6176,"AAGriggs Consulting, LLC",293 MOUNTAIN RIDGE WAY,,WALLAND,TN,37886-2842,4/30/2020,4/11/2012,210-960-1671,SP,14269,,www.,linkedin.com
6177,Duffy Engineering,10170 Westwind Drive,,Shreveport,LA,71106-8289,4/30/2020,4/13/2012,817 781 9806,SP,14270,,www.,duffyeng.com
6178,MV Consulting Inc.,3080 E 142nd Pl,,Thornton,CO,80602,4/30/2020,4/18/2012,303 325 3271,NS,14272,,www.,start.cortera.com
6179,Richard C Carmichael,618 S Van Buren Ave,,mcgregor,TX,76657,4/30/2020,4/25/2012,512 818 0991,SP,14278,,www.,facebook.com
6180,"Burby Engineering, Inc.",3010 W Azeele Street,Suite 150,Tampa,FL,33609,4/30/2020,4/18/2012,813 600 3339,NS,14279,,www.,burbyengineering.com
6181,"Bruce McMillian Engineering, LLC",11411 Jockey Club Ct,,Houston,TX,77065,4/30/2020,4/18/2012,713-417-7246,SP,14280,,www.,linkedin.com
6182,"Altitude Land Consultants, Inc.","3461 Ringsby Court, #125",,Denver,CO,80216,4/30/2020,4/20/2012,720 413 9671,NS,14284,,www.,altitudelandco.com
6183,"South Coast Helix Foundations, Inc.",PO Box 691731,,San Antonio,TX,78269,5/31/2020,5/3/2012,210 316 2146,NS,14287,,www.,southcoasthelix.com
6184,"Keller Aero Engineering, LLC",338 Cove Rd,,Gordon,TX,76453,8/31/2020,8/30/2012,214 783 6504,SP,14288,,www.,opencorporates.com
6185,"Theodore W. Manikas, Ph.D., P.E.",6541 Shady Brook Ln #6208,,Dallas,TX,75206,4/30/2020,4/27/2012,214 750 1099,SP,14289,,www.,s2.smu.edu
6186,"Professional Analysis and Consulting, Inc.",4951 Indiana Avenue,Suite 600,Lisle,IL,60532,4/30/2020,4/13/2012,630-446-4040,NS,14290,,www.,proaaci.com
6187,"Tikker Engineering, Inc.",9050 W Overland Rd,Suite 170,Boise,ID,83709,4/30/2020,4/13/2012,208 658 0218,NS,14291,,www.,tikkerengineering.com
6188,"CKR Engineers, Inc.",1295 N State St,,Orem,UT,84057,4/30/2020,4/20/2012,801 222 0922,NS,14292,,www.,ckrengineers.com
6189,"Cormorant Engineering, LLC",929 State Highway 150,,New Waverly,TX,77358,4/30/2020,4/25/2012,936-718-8889,NS,14293,,www.,manta.com
6190,Richard R. Barrett P.E.,3151 Hidden Creek,,El Paso,TX,79938,4/30/2020,4/20/2012,915 241 8453,SP,14294,,www.,clustrmaps.com
6191,Bech Engineering LLC,8630 Golden Chord Cir,,Houston,TX,77040,4/30/2020,4/20/2012,832 573 3554,SP,14295,,www.,manta.com
6192,Mark T. Wood,455 Robinson Way,,Point Blank,TX,77364-7554,4/30/2020,4/25/2012,713-206-9717,SP,14297,,www.,txdirectory.com
6193,"Aaron Arroyo, P.E.",P.O. Box 32,,Portland,TX,78374,4/30/2020,4/26/2012,361 232 3595,SP,14299,,www.,ftp.dot.state.tx.us
6194,Zandi Engineering,PO Box 440039,,Houston,TX,77244,4/30/2020,4/25/2012,713 628 1321,SP,14300,,www.,zandiengineering.com
6195,"Linda Webster Gurley, P.E.",7510 Milan St,,Corpus Christi,TX,78414,4/30/2020,4/25/2012,361 850 3075,SP,14301,,www.,linkedin.com
6196,"Parker Technology, Inc.","5 Greenway Plaza, Suite 100",,Houston,TX,77046,6/30/2020,6/20/2012,281 406 2000,NS,14303,,www.,parkertechnologiesinc.com
6197,"TM Engineering, PLLC",18810 Appletree Hill Ln,,Houston,TX,77084,4/30/2020,4/25/2012,281 646 8400,SP,14305,,www.,linkedin.com
6198,Andres Garza DBA A G Engineering,8730 Thatch Dr.,,San Antonio,TX,78240,4/30/2020,4/27/2012,830 570 1286,SP,14306,,www.,linkedin.com
6199,Trilogy Engineering PLLC,3413 Adeline Dr,,Waco,TX,76708,5/31/2020,5/3/2012,254 870 0082,NS,14307,,www.,bbb.org
6200,"ODA Aviation Group, LLC",11969 Plano Rd.,Suite 140,Dallas,TX,75243,4/30/2020,4/27/2012,214 270 1342,NS,14308,,www.,opencorporates.com
6201,"Bowman Consulting Group, Ltd",12355 Sunrise Valley Drive,Suite 520,Reston,VA,20191,5/31/2020,5/3/2012,703 464 1000,NS,14309,,www.,bowmanconsulting.com
6202,"DN Tanks, Inc.",672 Mahogany Dr.,,El Cajon,CA,92019,4/30/2020,4/27/2012,6192704548,NS,14310,,www.,dntanks.com
6203,Kahuna Ventures LLC DBA Kahuna,11400 Westmoor Cir #325,,Westminster,CO,80021,4/30/2020,4/18/2012,303 451 7374,NS,14311,,www.,kahunausa.com
6204,Steven L. Johnson,919 Bonnie Glen,,Kingwood,TX,77339,4/30/2020,4/25/2012,281 381 2617,SP,14312,,www.,beenverified.com
6205,"Engineered Power Solutions, Inc.",1405 Spring Street Ste 204,,Paso Robles,CA,93446,4/30/2020,4/27/2012,805-296-3171,NS,14313,,www.,engineeredpowersolutions.com
6206,Garza and Associates,3918 Stirman St,,Corpus Christi,TX,78411,5/31/2020,5/18/2012,361 7797571,SP,14314,,www.,cccontacts.com
6207,"Liberty Engineering, Inc.","7150 Windsor Dr., Ste. 5",,Allentown,PA,18106,4/30/2020,4/27/2012,484 223 1761,NS,14315,,www.,libertyengr.com
6208,Crowley Engineering LLC DBA Crowley Engineering,PO Box 287,,Schererville,IN,46375,4/30/2020,4/25/2012,219 322 4422,NS,14316,,www.,crowleyengineering.com
6209,"GA Engineers, Inc.",9 West 26th Circle,,Fayetteville,AR,72701,4/30/2020,4/27/2012,4796013331,SP,14317,,www.,manta.com
6210,Pin-Shi Peter Lee,23329 Century Dr,,Elkhart,IN,46514,5/31/2020,5/7/2012,574 264 9754,SP,14319,,www.,manta.com
6211,"MEP Associates, LLC DBA WI MEP Associates, LLC",2720 Arbor Ct,,Eau Claire,WI,54701,4/30/2020,4/25/2012,715 832 5680,NS,14321,,www.,mepassociates.com
